CustomerID,CustomerName,Region,Country,City,Segment,PaymentTerms,CreditLimit
CUST0350,Harbor Industries,UK,Scotland,Glasgow,SME,Net 30,50000
CUST0351,Orion Logistics,UK,England,Leeds,Mid-Market,Net 30,250000
CUST0352,Xenon Industries,Europe,France,Paris,SME,Net 45,50000
CUST0353,Harbor Group,Europe,Netherlands,Amsterdam,SME,Net 30,20000
CUST0354,Pioneer Group,Europe,Germany,Berlin,SME,Net 15,20000
CUST0355,River Supplies,Europe,Netherlands,Amsterdam,Enterprise,Net 30,10000
CUST0356,Terra Partners,Africa,Nigeria,Lagos,SME,Net 30,20000
CUST0357,Terra Industries,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,100000
CUST0358,Orion Trading,Africa,Nigeria,Lagos,Mid-Market,Net 45,5000
CUST0359,Xenon Logistics,Europe,Spain,Madrid,Mid-Market,Net 30,50000
CUST0360,Alpha Supplies,UK,England,London,SME,Net 30,10000
CUST0361,Delta Industries,UK,England,Leeds,Mid-Market,Net 60,250000
CUST0362,Orion Industries,Africa,South Africa,Cape Town,Mid-Market,Net 30,50000
CUST0363,Xenon Trading,UK,England,London,SME,Net 45,250000
CUST0364,Harbor Group,Africa,Nigeria,Lagos,SME,Net 30,20000
CUST0365,Nova Holdings,Africa,Nigeria,Lagos,SME,Net 45,50000
CUST0366,Aspen Supplies,Africa,South Africa,Cape Town,SME,Net 30,100000
CUST0367,Beta Industries,UK,England,London,Mid-Market,Net 45,10000
CUST0368,Nova Supplies,Africa,South Africa,Johannesburg,SME,Net 30,100000
CUST0369,Cedar Logistics,Europe,Netherlands,Amsterdam,Mid-Market,Net 15,20000
CUST0370,Willow Partners,Europe,France,Paris,Enterprise,Net 30,100000
CUST0371,Delta Industries,Africa,South Africa,Cape Town,Mid-Market,Net 15,5000
CUST0372,Maple Holdings,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,50000
CUST0373,Beta Group,Europe,Spain,Madrid,Mid-Market,Net 30,100000
CUST0374,Nova Enterprises,UK,England,London,Mid-Market,Net 30,5000
CUST0375,Delta Enterprises,Europe,Italy,Rome,Mid-Market,Net 30,20000
CUST0376,Umbra Group,Africa,Kenya,Nairobi,SME,Net 30,10000
CUST0377,Delta Industries,Africa,Kenya,Nairobi,SME,Net 45,250000
CUST0378,Quantum Holdings,UK,England,Birmingham,SME,Net 45,100000
CUST0379,Epsilon Partners,Europe,Italy,Rome,Enterprise,Net 45,20000
CUST0380,Terra Solutions,UK,England,Manchester,Mid-Market,Net 30,10000
CUST0381,Nova Enterprises,Europe,Germany,Berlin,Enterprise,Net 30,5000
CUST0382,Xenon Group,Europe,Germany,Berlin,Mid-Market,Net 45,20000
CUST0383,Umbra Trading,UK,England,Manchester,Enterprise,Net 15,20000
CUST0384,Orion Retailers,UK,England,Manchester,SME,Net 30,100000
CUST0385,Xenon Solutions,Europe,Netherlands,Amsterdam,SME,Net 45,100000
CUST0386,Xenon Industries,UK,England,Birmingham,SME,Net 30,100000
CUST0387,Nova Trading,Africa,Nigeria,Abuja,SME,Net 45,10000
CUST0388,Willow Logistics,Europe,Germany,Berlin,SME,Net 30,20000
CUST0389,Radiant Logistics,Europe,Spain,Madrid,Mid-Market,Net 30,50000
CUST0390,Quantum Industries,UK,England,Birmingham,SME,Net 30,50000
CUST0391,Terra Retailers,Africa,South Africa,Cape Town,SME,Net 60,50000
CUST0392,Delta Enterprises,Europe,Spain,Madrid,Enterprise,Net 30,10000
CUST0393,Nova Group,UK,England,Leeds,SME,Net 45,50000
CUST0394,Alpha Enterprises,Africa,South Africa,Cape Town,SME,Net 45,50000
CUST0395,Pioneer Group,Africa,South Africa,Johannesburg,Mid-Market,Net 30,20000
CUST0396,Maple Holdings,Africa,South Africa,Cape Town,Mid-Market,Net 45,10000
CUST0397,Quantum Logistics,Africa,Nigeria,Abuja,SME,Net 30,20000
CUST0398,Umbra Holdings,Europe,Italy,Rome,Enterprise,Net 15,10000
CUST0399,Summit Industries,UK,Scotland,Glasgow,Mid-Market,Net 45,20000
CUST0400,Pioneer Supplies,UK,England,Birmingham,SME,Net 30,5000
CUST0401,Delta Supplies,Africa,Nigeria,Lagos,Enterprise,Net 30,50000
CUST0402,Terra Trading,UK,Scotland,Glasgow,SME,Net 15,10000
CUST0403,Maple Partners,Europe,Germany,Berlin,Mid-Market,Net 45,100000
CUST0404,River Solutions,Africa,Kenya,Nairobi,SME,Net 30,250000
CUST0405,Summit Industries,UK,England,Manchester,SME,Net 30,50000
CUST0406,Umbra Industries,Europe,Germany,Berlin,Enterprise,Net 15,50000
CUST0407,Nova Group,Africa,South Africa,Cape Town,SME,Net 45,5000
CUST0408,Cedar Solutions,UK,England,Manchester,SME,Net 45,250000
CUST0409,Xenon Retailers,Europe,France,Paris,Enterprise,Net 60,10000
CUST0410,Nova Supplies,Europe,France,Paris,SME,Net 30,10000
CUST0411,Summit Partners,UK,England,Manchester,SME,Net 30,250000
CUST0412,Aspen Group,Africa,Nigeria,Abuja,Mid-Market,Net 45,10000
CUST0413,Alpha Solutions,Africa,South Africa,Cape Town,SME,Net 30,10000
CUST0414,Willow Industries,UK,England,Manchester,SME,Net 30,5000
CUST0415,Epsilon Partners,UK,England,Leeds,Mid-Market,Net 30,20000
CUST0416,Xenon Supplies,UK,England,Birmingham,SME,Net 30,10000
CUST0417,Aspen Holdings,Africa,Kenya,Nairobi,Mid-Market,Net 30,20000
CUST0418,Umbra Trading,UK,England,London,Enterprise,Net 45,10000
CUST0419,Vertex Trading,Africa,Nigeria,Lagos,SME,Net 30,10000
CUST0420,Alpha Retailers,Africa,Nigeria,Abuja,Enterprise,Net 15,100000
CUST0421,Summit Partners,Europe,Spain,Madrid,SME,Net 15,50000
CUST0422,Nova Supplies,Africa,Kenya,Nairobi,SME,Net 30,10000
CUST0423,Terra Group,Africa,South Africa,Johannesburg,Enterprise,Net 45,5000
CUST0424,Alpha Partners,Africa,Kenya,Nairobi,SME,Net 30,10000
CUST0425,Willow Holdings,UK,Scotland,Glasgow,Enterprise,Net 45,20000
CUST0426,River Solutions,Europe,Germany,Berlin,Enterprise,Net 30,5000
CUST0427,Terra Partners,Europe,Germany,Berlin,SME,Net 30,50000
CUST0428,Xenon Holdings,UK,Scotland,Glasgow,SME,Net 30,10000
CUST0429,Vertex Supplies,Africa,South Africa,Johannesburg,SME,Net 15,10000
CUST0430,Quantum Trading,UK,England,London,Enterprise,Net 60,50000
CUST0431,Delta Trading,UK,England,Manchester,Mid-Market,Net 30,10000
CUST0432,Aspen Enterprises,Europe,Italy,Rome,Enterprise,Net 30,20000
CUST0433,Vertex Group,Europe,Italy,Rome,Enterprise,Net 15,20000
CUST0434,Nova Industries,Africa,Nigeria,Abuja,SME,Net 30,50000
CUST0435,Pioneer Solutions,UK,Scotland,Glasgow,SME,Net 45,20000
CUST0436,River Supplies,Africa,Nigeria,Lagos,Mid-Market,Net 45,100000
CUST0437,Quantum Supplies,Europe,Spain,Madrid,SME,Net 45,20000
CUST0438,Beta Logistics,Africa,Nigeria,Lagos,Enterprise,Net 45,250000
CUST0439,Vertex Group,Europe,France,Paris,Mid-Market,Net 15,100000
CUST0440,Terra Solutions,UK,England,Manchester,SME,Net 15,10000
CUST0441,Nova Retailers,Africa,South Africa,Cape Town,SME,Net 45,50000
CUST0442,Xenon Group,Africa,Nigeria,Lagos,Mid-Market,Net 30,20000
CUST0443,Alpha Solutions,Africa,Nigeria,Abuja,SME,Net 45,20000
CUST0444,Epsilon Holdings,UK,England,London,SME,Net 30,100000
CUST0445,Delta Industries,Europe,Germany,Berlin,SME,Net 30,10000
CUST0446,Xenon Trading,Europe,Germany,Berlin,Mid-Market,Net 60,20000
CUST0447,Epsilon Supplies,Europe,France,Paris,SME,Net 45,50000
CUST0448,Epsilon Solutions,Africa,Nigeria,Abuja,Mid-Market,Net 45,20000
CUST0449,Cedar Holdings,Europe,Spain,Madrid,Mid-Market,Net 30,50000
CUST0450,Delta Trading,UK,England,Manchester,Mid-Market,Net 15,5000
CUST0451,Summit Holdings,Africa,South Africa,Cape Town,Mid-Market,Net 45,20000
CUST0452,Harbor Holdings,Africa,Kenya,Nairobi,SME,Net 30,50000
CUST0453,River Industries,Africa,Nigeria,Abuja,SME,Net 30,20000
CUST0454,Terra Enterprises,Africa,South Africa,Johannesburg,Mid-Market,Net 45,20000
CUST0455,Terra Industries,Africa,South Africa,Cape Town,SME,Net 60,10000
CUST0456,Beta Retailers,Africa,South Africa,Cape Town,Mid-Market,Net 45,20000
CUST0457,Terra Solutions,UK,Scotland,Glasgow,SME,Net 15,50000
CUST0458,Summit Retailers,UK,England,Birmingham,Mid-Market,Net 30,10000
CUST0459,Cedar Solutions,Europe,Spain,Madrid,Enterprise,Net 30,50000
CUST0460,Maple Group,UK,England,London,SME,Net 15,10000
CUST0461,Harbor Holdings,UK,England,Birmingham,Mid-Market,Net 45,10000
CUST0462,Aspen Trading,Europe,Netherlands,Amsterdam,SME,Net 45,50000
CUST0463,Orion Group,UK,England,London,SME,Net 45,10000
CUST0464,Orion Logistics,UK,England,Leeds,SME,Net 30,20000
CUST0465,Umbra Industries,Africa,South Africa,Cape Town,SME,Net 30,20000
CUST0466,Willow Retailers,Europe,Netherlands,Amsterdam,SME,Net 30,50000
CUST0467,Epsilon Enterprises,Europe,Germany,Berlin,SME,Net 15,50000
CUST0468,Delta Group,Africa,South Africa,Johannesburg,Mid-Market,Net 30,50000
CUST0469,Terra Logistics,UK,England,Birmingham,Mid-Market,Net 30,10000
CUST0470,Orion Trading,UK,England,London,SME,Net 60,20000
CUST0471,Xenon Industries,UK,England,Manchester,SME,Net 60,50000
CUST0472,Epsilon Enterprises,Europe,Germany,Berlin,SME,Net 30,100000
CUST0473,Delta Retailers,Europe,Spain,Madrid,Mid-Market,Net 60,5000
CUST0474,Maple Logistics,Europe,France,Paris,SME,Net 30,50000
CUST0475,Orion Partners,Europe,Italy,Rome,SME,Net 45,50000
CUST0476,Harbor Trading,UK,England,Manchester,Mid-Market,Net 30,50000
CUST0477,Beta Retailers,Africa,South Africa,Cape Town,Mid-Market,Net 30,50000
CUST0478,Summit Logistics,Africa,Nigeria,Lagos,SME,Net 30,50000
CUST0479,Harbor Supplies,Africa,Nigeria,Lagos,Mid-Market,Net 30,10000
CUST0480,Orion Supplies,UK,England,Leeds,SME,Net 30,5000
CUST0481,Aspen Supplies,Europe,Netherlands,Amsterdam,SME,Net 30,100000
CUST0482,Vertex Enterprises,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,100000
CUST0483,Delta Solutions,UK,England,London,SME,Net 60,100000
CUST0484,Willow Enterprises,UK,England,London,Mid-Market,Net 15,20000
CUST0485,Orion Group,Europe,Netherlands,Amsterdam,SME,Net 30,50000
CUST0486,Alpha Holdings,Africa,Nigeria,Abuja,Mid-Market,Net 45,10000
CUST0487,Xenon Retailers,UK,Scotland,Glasgow,SME,Net 30,5000
CUST0488,Xenon Partners,Europe,Netherlands,Amsterdam,SME,Net 30,100000
CUST0489,Nova Industries,Africa,Nigeria,Lagos,SME,Net 45,5000
CUST0490,Willow Logistics,Europe,Netherlands,Amsterdam,SME,Net 60,50000
CUST0491,Quantum Enterprises,UK,England,London,SME,Net 45,50000
CUST0492,Umbra Retailers,UK,Scotland,Glasgow,SME,Net 45,50000
CUST0493,Maple Enterprises,Africa,Nigeria,Lagos,SME,Net 30,250000
CUST0494,Delta Retailers,Europe,Germany,Berlin,SME,Net 30,10000
CUST0495,Orion Retailers,UK,England,Birmingham,SME,Net 45,5000
CUST0496,Epsilon Industries,Africa,South Africa,Johannesburg,Mid-Market,Net 30,10000
CUST0497,Aspen Partners,UK,England,Manchester,Mid-Market,Net 30,20000
CUST0498,Nova Trading,UK,Scotland,Glasgow,SME,Net 30,50000
CUST0499,Umbra Industries,Africa,Nigeria,Lagos,Mid-Market,Net 60,20000
CUST0500,Epsilon Group,Africa,South Africa,Johannesburg,SME,Net 30,50000
CUST0501,Radiant Trading,Europe,Netherlands,Amsterdam,Enterprise,Net 60,20000
CUST0502,Aspen Trading,UK,England,Birmingham,Mid-Market,Net 45,250000
CUST0503,Epsilon Retailers,Africa,Nigeria,Abuja,SME,Net 15,100000
CUST0504,Willow Supplies,UK,England,Birmingham,SME,Net 45,10000
CUST0505,Umbra Supplies,Europe,France,Paris,Mid-Market,Net 30,50000
CUST0506,Radiant Group,Europe,Italy,Rome,SME,Net 30,5000
CUST0507,Aspen Group,Europe,France,Paris,SME,Net 45,50000
CUST0508,Umbra Industries,Africa,Nigeria,Abuja,Enterprise,Net 60,5000
CUST0509,Umbra Holdings,UK,England,Birmingham,Enterprise,Net 60,5000
CUST0510,River Holdings,Africa,South Africa,Cape Town,SME,Net 60,50000
CUST0511,Quantum Solutions,Europe,France,Paris,SME,Net 30,5000
CUST0512,Pioneer Logistics,Africa,Kenya,Nairobi,Enterprise,Net 30,10000
CUST0513,Delta Holdings,Europe,France,Paris,Mid-Market,Net 60,20000
CUST0514,Pioneer Supplies,Europe,France,Paris,SME,Net 30,100000
CUST0515,Aspen Industries,Europe,Germany,Berlin,SME,Net 30,5000
CUST0516,Alpha Supplies,Africa,Nigeria,Lagos,SME,Net 30,100000
CUST0517,Nova Supplies,Europe,France,Paris,SME,Net 30,100000
CUST0518,Quantum Partners,Europe,Italy,Rome,Mid-Market,Net 30,20000
CUST0519,Quantum Solutions,Europe,Germany,Berlin,SME,Net 30,20000
CUST0520,Terra Group,Africa,Nigeria,Lagos,SME,Net 15,50000
CUST0521,Aspen Industries,Europe,Spain,Madrid,SME,Net 45,20000
CUST0522,Nova Industries,UK,England,Birmingham,SME,Net 30,250000
CUST0523,Epsilon Industries,Europe,Germany,Berlin,SME,Net 30,250000
CUST0524,Orion Holdings,Africa,South Africa,Johannesburg,SME,Net 30,100000
CUST0525,Delta Trading,Africa,South Africa,Cape Town,Mid-Market,Net 30,20000
CUST0526,Pioneer Solutions,Africa,Kenya,Nairobi,SME,Net 30,50000
CUST0527,Harbor Holdings,Europe,France,Paris,SME,Net 45,10000
CUST0528,Epsilon Solutions,Africa,South Africa,Johannesburg,Mid-Market,Net 30,20000
CUST0529,Pioneer Group,Africa,South Africa,Johannesburg,SME,Net 30,5000
CUST0530,Aspen Solutions,Africa,Kenya,Nairobi,SME,Net 60,50000
CUST0531,Quantum Industries,Africa,Nigeria,Lagos,SME,Net 30,100000
CUST0532,Alpha Holdings,Europe,Spain,Madrid,Enterprise,Net 30,50000
CUST0533,Aspen Retailers,Europe,Germany,Berlin,Enterprise,Net 45,50000
CUST0534,Xenon Industries,UK,England,London,SME,Net 30,100000
CUST0535,Willow Retailers,Africa,Nigeria,Lagos,SME,Net 45,50000
CUST0536,Radiant Trading,Europe,Italy,Rome,Enterprise,Net 30,20000
CUST0537,Cedar Solutions,Africa,South Africa,Johannesburg,SME,Net 30,10000
CUST0538,Orion Logistics,UK,England,Manchester,SME,Net 30,20000
CUST0539,Cedar Holdings,Africa,South Africa,Cape Town,SME,Net 30,5000
CUST0540,Aspen Solutions,Africa,South Africa,Cape Town,Mid-Market,Net 30,20000
CUST0541,Epsilon Retailers,Europe,Germany,Berlin,Enterprise,Net 30,50000
CUST0542,Quantum Partners,UK,England,Birmingham,SME,Net 45,10000
CUST0543,Umbra Holdings,UK,Scotland,Glasgow,Mid-Market,Net 45,100000
CUST0544,Orion Group,Europe,Spain,Madrid,SME,Net 45,50000
CUST0545,Nova Enterprises,Africa,Kenya,Nairobi,SME,Net 30,20000
CUST0546,Cedar Industries,UK,Scotland,Glasgow,SME,Net 30,5000
CUST0547,Orion Retailers,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,10000
CUST0548,Pioneer Enterprises,Europe,Netherlands,Amsterdam,Mid-Market,Net 60,50000
CUST0549,Xenon Partners,Africa,Nigeria,Lagos,Enterprise,Net 45,100000
CUST0550,Terra Enterprises,Europe,Germany,Berlin,Mid-Market,Net 30,250000
CUST0551,Aspen Group,Europe,Italy,Rome,Mid-Market,Net 30,100000
CUST0552,Radiant Solutions,Europe,France,Paris,Mid-Market,Net 30,10000
CUST0553,Harbor Logistics,Africa,South Africa,Johannesburg,Mid-Market,Net 45,20000
CUST0554,Maple Retailers,UK,Scotland,Glasgow,SME,Net 30,20000
CUST0555,Orion Trading,UK,England,Birmingham,Mid-Market,Net 30,100000
CUST0556,Summit Industries,UK,England,Leeds,SME,Net 45,50000
CUST0557,Xenon Solutions,UK,England,London,SME,Net 45,5000
CUST0558,Radiant Supplies,UK,Scotland,Glasgow,SME,Net 30,50000
CUST0559,Epsilon Logistics,Africa,Nigeria,Abuja,SME,Net 30,10000
CUST0560,Orion Enterprises,Africa,South Africa,Johannesburg,SME,Net 30,10000
CUST0561,Willow Retailers,Africa,South Africa,Cape Town,SME,Net 30,50000
CUST0562,River Logistics,UK,England,Manchester,Enterprise,Net 30,20000
CUST0563,Maple Supplies,Europe,France,Paris,Mid-Market,Net 30,20000
CUST0564,Aspen Group,Africa,South Africa,Cape Town,Mid-Market,Net 30,20000
CUST0565,Cedar Logistics,UK,England,Birmingham,SME,Net 30,50000
CUST0566,Cedar Industries,Europe,Germany,Berlin,SME,Net 60,50000
CUST0567,Xenon Enterprises,UK,England,Manchester,SME,Net 30,10000
CUST0568,Vertex Partners,UK,England,Birmingham,SME,Net 60,100000
CUST0569,Terra Industries,UK,England,London,SME,Net 30,20000
CUST0570,River Group,UK,England,Leeds,SME,Net 15,5000
CUST0571,Xenon Enterprises,UK,England,Manchester,Mid-Market,Net 45,20000
CUST0572,Terra Partners,Europe,France,Paris,SME,Net 30,100000
CUST0573,Harbor Logistics,UK,England,Manchester,SME,Net 30,5000
CUST0574,Vertex Logistics,Europe,Germany,Berlin,Mid-Market,Net 30,10000
CUST0575,Cedar Holdings,Europe,France,Paris,Mid-Market,Net 60,100000
CUST0576,Alpha Enterprises,Africa,Nigeria,Lagos,SME,Net 30,10000
CUST0577,Cedar Logistics,Africa,Kenya,Nairobi,SME,Net 30,50000
CUST0578,Delta Partners,Africa,South Africa,Johannesburg,Enterprise,Net 60,10000
CUST0579,Terra Partners,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,5000
CUST0580,Beta Logistics,Africa,Nigeria,Lagos,Mid-Market,Net 30,50000
CUST0581,Delta Logistics,Europe,Spain,Madrid,SME,Net 30,10000
CUST0582,Pioneer Supplies,Europe,Spain,Madrid,SME,Net 30,50000
CUST0583,Beta Solutions,Africa,Kenya,Nairobi,Enterprise,Net 30,5000
CUST0584,Maple Industries,Africa,Nigeria,Lagos,SME,Net 30,50000
CUST0585,Quantum Group,Africa,Nigeria,Abuja,Mid-Market,Net 45,20000
CUST0586,Radiant Trading,Africa,South Africa,Johannesburg,Mid-Market,Net 45,100000
CUST0587,Terra Supplies,UK,England,Leeds,SME,Net 45,5000
CUST0588,Radiant Partners,Africa,Nigeria,Abuja,SME,Net 15,100000
CUST0589,Cedar Partners,Europe,Germany,Berlin,SME,Net 30,100000
CUST0590,Orion Solutions,Europe,Spain,Madrid,SME,Net 30,250000
CUST0591,Willow Group,UK,England,Birmingham,SME,Net 30,50000
CUST0592,Orion Logistics,UK,England,Leeds,Mid-Market,Net 45,100000
CUST0593,Harbor Group,Europe,Spain,Madrid,SME,Net 30,50000
CUST0594,Vertex Group,Africa,Nigeria,Lagos,Mid-Market,Net 60,20000
CUST0595,Radiant Holdings,Africa,South Africa,Johannesburg,Enterprise,Net 30,10000
CUST0596,Umbra Retailers,Africa,South Africa,Cape Town,SME,Net 30,10000
CUST0597,Epsilon Industries,UK,Scotland,Glasgow,Mid-Market,Net 15,100000
CUST0598,Epsilon Group,Africa,Nigeria,Abuja,Mid-Market,Net 30,10000
CUST0599,Epsilon Supplies,Europe,Germany,Berlin,SME,Net 45,50000
CUST0600,Radiant Retailers,Africa,Nigeria,Abuja,SME,Net 30,5000
CUST0601,Vertex Supplies,UK,England,Birmingham,SME,Net 60,100000
CUST0602,River Trading,Europe,Spain,Madrid,SME,Net 15,100000
CUST0603,Xenon Industries,Europe,Netherlands,Amsterdam,SME,Net 60,20000
CUST0604,Xenon Group,UK,Scotland,Glasgow,SME,Net 45,20000
CUST0605,Epsilon Solutions,UK,Scotland,Glasgow,Mid-Market,Net 30,10000
CUST0606,Harbor Logistics,UK,England,Birmingham,Mid-Market,Net 30,5000
CUST0607,Pioneer Trading,UK,England,Leeds,SME,Net 60,250000
CUST0608,Xenon Solutions,Europe,Germany,Berlin,SME,Net 30,250000
CUST0609,Aspen Group,Africa,Kenya,Nairobi,Mid-Market,Net 30,20000
CUST0610,Radiant Logistics,UK,England,Manchester,SME,Net 30,20000
CUST0611,Willow Logistics,UK,England,Birmingham,Mid-Market,Net 30,20000
CUST0612,River Retailers,Africa,South Africa,Cape Town,Enterprise,Net 30,10000
CUST0613,Epsilon Holdings,Europe,France,Paris,SME,Net 45,10000
CUST0614,Harbor Enterprises,UK,England,London,SME,Net 15,20000
CUST0615,Beta Supplies,UK,England,Birmingham,SME,Net 45,10000
CUST0616,Beta Holdings,UK,England,London,Mid-Market,Net 30,50000
CUST0617,Alpha Trading,Africa,Kenya,Nairobi,SME,Net 15,5000
CUST0618,Willow Enterprises,Africa,Kenya,Nairobi,SME,Net 30,50000
CUST0619,Quantum Partners,Africa,South Africa,Cape Town,Mid-Market,Net 45,20000
CUST0620,River Solutions,Europe,Germany,Berlin,SME,Net 30,20000
CUST0621,Willow Industries,Africa,South Africa,Johannesburg,Mid-Market,Net 45,50000
CUST0622,Vertex Solutions,UK,Scotland,Glasgow,Mid-Market,Net 30,50000
CUST0623,Alpha Retailers,Europe,Italy,Rome,SME,Net 45,100000
CUST0624,Maple Retailers,Africa,Kenya,Nairobi,Mid-Market,Net 45,10000
CUST0625,Aspen Enterprises,UK,England,Birmingham,Enterprise,Net 45,50000
CUST0626,Harbor Solutions,UK,England,Leeds,SME,Net 30,20000
CUST0627,Maple Industries,UK,England,London,SME,Net 45,50000
CUST0628,Vertex Logistics,UK,England,Manchester,SME,Net 30,100000
CUST0629,Beta Supplies,Africa,South Africa,Cape Town,SME,Net 30,10000
CUST0630,Maple Supplies,UK,Scotland,Glasgow,SME,Net 30,10000
CUST0631,Cedar Supplies,Europe,Netherlands,Amsterdam,SME,Net 30,10000
CUST0632,River Holdings,Africa,Kenya,Nairobi,Mid-Market,Net 30,20000
CUST0633,Beta Partners,UK,England,Manchester,SME,Net 30,10000
CUST0634,Cedar Holdings,Africa,South Africa,Cape Town,Enterprise,Net 60,100000
CUST0635,Maple Group,Africa,Nigeria,Lagos,Enterprise,Net 45,100000
CUST0636,Umbra Logistics,UK,England,Leeds,SME,Net 30,10000
CUST0637,Maple Partners,Africa,Kenya,Nairobi,SME,Net 45,10000
CUST0638,Harbor Supplies,UK,England,London,SME,Net 30,50000
CUST0639,Nova Supplies,Europe,Spain,Madrid,Mid-Market,Net 30,20000
CUST0640,Quantum Holdings,UK,England,Birmingham,SME,Net 30,20000
CUST0641,Epsilon Partners,UK,England,Leeds,SME,Net 30,50000
CUST0642,Vertex Holdings,UK,England,Birmingham,Mid-Market,Net 15,20000
CUST0643,Quantum Retailers,Europe,France,Paris,SME,Net 30,100000
CUST0644,Quantum Enterprises,UK,England,Leeds,SME,Net 15,10000
CUST0645,Orion Retailers,UK,England,Leeds,SME,Net 60,20000
CUST0646,Pioneer Supplies,Europe,Spain,Madrid,Enterprise,Net 30,20000
CUST0647,Vertex Holdings,UK,England,Manchester,Mid-Market,Net 30,100000
CUST0648,Maple Trading,Africa,Kenya,Nairobi,Mid-Market,Net 30,5000
CUST0649,Alpha Supplies,Africa,South Africa,Johannesburg,Enterprise,Net 30,20000
CUST0650,Terra Logistics,UK,Scotland,Glasgow,SME,Net 30,20000
CUST0651,Xenon Solutions,Africa,Nigeria,Lagos,SME,Net 45,5000
CUST0652,Terra Retailers,UK,England,Leeds,SME,Net 30,100000
CUST0653,Maple Holdings,Europe,Netherlands,Amsterdam,SME,Net 30,50000
CUST0654,Xenon Enterprises,UK,England,London,Enterprise,Net 45,10000
CUST0655,Alpha Enterprises,Europe,Spain,Madrid,SME,Net 30,50000
CUST0656,Vertex Solutions,Europe,Spain,Madrid,Enterprise,Net 30,20000
CUST0657,Nova Holdings,Africa,South Africa,Johannesburg,SME,Net 45,10000
CUST0658,Xenon Partners,UK,England,Birmingham,Mid-Market,Net 30,20000
CUST0659,Radiant Holdings,UK,England,London,Mid-Market,Net 30,5000
CUST0660,Terra Industries,Africa,South Africa,Cape Town,SME,Net 45,50000
CUST0661,Epsilon Solutions,Europe,Spain,Madrid,Enterprise,Net 45,50000
CUST0662,Nova Retailers,Europe,Germany,Berlin,SME,Net 30,50000
CUST0663,Terra Solutions,Africa,South Africa,Cape Town,SME,Net 45,50000
CUST0664,Summit Holdings,Europe,Italy,Rome,SME,Net 60,10000
CUST0665,Harbor Trading,UK,Scotland,Glasgow,SME,Net 30,5000
CUST0666,Cedar Industries,UK,England,Manchester,Mid-Market,Net 45,20000
CUST0667,Quantum Group,Africa,Kenya,Nairobi,SME,Net 60,100000
CUST0668,Cedar Group,Europe,Netherlands,Amsterdam,Mid-Market,Net 60,100000
CUST0669,Radiant Enterprises,Africa,Kenya,Nairobi,SME,Net 30,10000
CUST0670,Delta Solutions,Africa,South Africa,Cape Town,Enterprise,Net 30,20000
CUST0671,Cedar Industries,UK,England,London,SME,Net 30,20000
CUST0672,Umbra Supplies,Africa,Nigeria,Lagos,SME,Net 30,10000
CUST0673,Harbor Solutions,UK,England,Birmingham,SME,Net 45,5000
CUST0674,River Trading,Africa,Kenya,Nairobi,SME,Net 30,10000
CUST0675,Harbor Retailers,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,50000
CUST0676,Beta Group,Africa,South Africa,Johannesburg,SME,Net 45,50000
CUST0677,Terra Solutions,UK,England,London,Mid-Market,Net 30,10000
CUST0678,Epsilon Solutions,Europe,France,Paris,Mid-Market,Net 45,20000
CUST0679,Alpha Solutions,Africa,Nigeria,Abuja,SME,Net 45,50000
CUST0680,Beta Enterprises,Europe,Italy,Rome,SME,Net 60,20000
CUST0681,Nova Retailers,Africa,South Africa,Johannesburg,Mid-Market,Net 30,10000
CUST0682,Maple Partners,Africa,Nigeria,Abuja,Enterprise,Net 45,20000
CUST0683,Radiant Logistics,UK,England,Birmingham,SME,Net 30,10000
CUST0684,Epsilon Retailers,UK,England,London,SME,Net 45,100000
CUST0685,Aspen Supplies,UK,England,Manchester,SME,Net 30,50000
CUST0686,Nova Logistics,UK,England,Manchester,Mid-Market,Net 45,250000
CUST0687,Harbor Logistics,Africa,Kenya,Nairobi,SME,Net 45,20000
CUST0688,Quantum Retailers,UK,England,Leeds,SME,Net 60,5000
CUST0689,Delta Enterprises,Europe,Spain,Madrid,SME,Net 60,100000
CUST0690,Cedar Enterprises,Europe,Italy,Rome,SME,Net 45,50000
CUST0691,Beta Partners,Europe,Netherlands,Amsterdam,SME,Net 60,10000
CUST0692,Vertex Trading,Europe,France,Paris,SME,Net 45,5000
CUST0693,Epsilon Retailers,Africa,Kenya,Nairobi,SME,Net 30,100000
CUST0694,Harbor Trading,Europe,Germany,Berlin,Mid-Market,Net 15,10000
CUST0695,Aspen Logistics,Europe,France,Paris,Enterprise,Net 30,20000
CUST0696,Willow Group,Africa,South Africa,Cape Town,SME,Net 45,20000
CUST0697,Nova Logistics,UK,England,Birmingham,SME,Net 30,250000
CUST0698,Cedar Holdings,Europe,Germany,Berlin,SME,Net 45,5000
CUST0699,Umbra Logistics,Africa,Nigeria,Lagos,Mid-Market,Net 30,10000
CUST0700,Aspen Solutions,Europe,France,Paris,SME,Net 45,50000
CUST0701,Willow Group,Africa,Nigeria,Lagos,SME,Net 45,20000
