InvoiceID,InvoiceDate,DueDate,PaymentDate,CustomerID,CustomerName,Region,Country,City,Segment,PaymentTerms,SalesRepID,SalesRepName,InvoiceAmount,AmountReceived,OutstandingAmount,PaymentStatus,DaysToPay,DaysOverdue,AgingBucket,AgingBucketSort
AR-202411-03114,2024-11-21,2025-01-05,2025-01-07,CUST1209,Harbor Holdings,Europe,France,Paris,SME,Net 45,REP053,Julia Lee,11372.61,11372.61,0.0,Paid,47.0,0,Current,1
AR-202412-03115,2024-12-03,2025-01-02,2025-01-04,CUST0640,Quantum Holdings,UK,England,Birmingham,SME,Net 30,REP048,Ella Garcia,10692.71,10692.71,0.0,Paid,32.0,0,Current,1
AR-202410-03116,2024-10-26,2024-11-25,2024-11-26,CUST0823,Willow Industries,Africa,Nigeria,Lagos,SME,Net 30,REP010,Tunde Khan,8412.52,4162.09,4250.43,Overdue,31.0,309,90+,5
AR-202408-03117,2024-08-12,2024-09-11,2024-09-13,CUST1124,Willow Logistics,Africa,Nigeria,Abuja,SME,Net 30,REP020,Hannah Lee,16670.84,16670.84,0.0,Paid,32.0,0,Current,1
AR-202409-03118,2024-09-08,2024-10-08,,CUST1294,Cedar Group,UK,Scotland,Glasgow,SME,Net 30,REP048,Ella Garcia,19295.59,0.0,19295.59,Overdue,,357,90+,5
AR-202412-03119,2024-12-23,2025-02-06,,CUST0258,Willow Group,Africa,Nigeria,Abuja,Mid-Market,Net 45,REP023,Kemi Lee,2208.48,0.0,2208.48,Overdue,,236,90+,5
AR-202504-03120,2025-04-23,2025-06-07,2025-07-03,CUST1009,River Retailers,Europe,Spain,Madrid,SME,Net 45,REP027,Tunde Campbell,19421.14,4432.95,14988.19,Overdue,71.0,115,90+,5
AR-202404-03121,2024-04-25,2024-06-09,2024-06-11,CUST1418,Vertex Logistics,Africa,Kenya,Nairobi,Mid-Market,Net 45,REP035,Priya Lee,8345.33,8345.33,0.0,Paid,47.0,0,Current,1
AR-202502-03122,2025-02-28,2025-03-15,2025-03-15,CUST0520,Terra Group,Africa,Nigeria,Lagos,SME,Net 15,REP009,Ike Okoye,19392.04,19392.04,0.0,Paid,15.0,0,Current,1
AR-202509-03123,2025-09-17,2025-10-17,2025-10-15,CUST1424,Harbor Trading,UK,England,Leeds,SME,Net 30,REP004,Chinwe Ahmed,1654.59,1654.59,0.0,Paid,28.0,0,Current,1
AR-202507-03124,2025-07-22,2025-08-21,2025-08-23,CUST1051,Cedar Enterprises,Africa,Kenya,Nairobi,SME,Net 30,REP057,Ola Garcia,13846.78,13846.78,0.0,Paid,32.0,0,Current,1
AR-202507-03125,2025-07-05,2025-08-04,2025-08-04,CUST0805,River Group,Africa,South Africa,Cape Town,SME,Net 30,REP020,Hannah Lee,8194.6,8194.6,0.0,Paid,30.0,0,Current,1
AR-202507-03126,2025-07-07,2025-08-06,,CUST0823,Willow Industries,Africa,Nigeria,Lagos,SME,Net 30,REP010,Tunde Khan,14096.86,0.0,14096.86,Overdue,,55,31-60,3
AR-202503-03127,2025-03-07,2025-04-06,,CUST0168,Summit Supplies,Europe,Spain,Madrid,Mid-Market,Net 30,REP027,Tunde Campbell,6235.41,0.0,6235.41,Overdue,,177,90+,5
AR-202407-03128,2024-07-24,2024-08-23,2024-08-24,CUST0259,Radiant Industries,Africa,South Africa,Cape Town,SME,Net 30,REP011,Maya Williams,5206.29,5206.29,0.0,Paid,31.0,0,Current,1
AR-202508-03129,2025-08-03,2025-10-02,2025-10-05,CUST0902,Nova Enterprises,Europe,Germany,Berlin,SME,Net 60,REP034,Ola Patel,14166.76,14166.76,0.0,Paid,63.0,0,Current,1
AR-202403-03130,2024-03-07,2024-05-06,2024-05-17,CUST0209,Vertex Trading,UK,Scotland,Glasgow,SME,Net 60,REP047,Priya Baker,3657.49,3657.49,0.0,Paid,71.0,0,Current,1
AR-202404-03131,2024-04-24,2024-06-08,2024-06-11,CUST0635,Maple Group,Africa,Nigeria,Lagos,Enterprise,Net 45,REP007,Liam Chen,7930.5,7930.5,0.0,Paid,48.0,0,Current,1
AR-202406-03132,2024-06-12,2024-07-12,2024-08-05,CUST0109,Umbra Enterprises,UK,England,Manchester,SME,Net 30,REP015,David Muller,24863.26,19539.39,5323.87,Overdue,54.0,445,90+,5
AR-202411-03133,2024-11-30,2025-01-14,2025-02-09,CUST1243,Alpha Solutions,Europe,Italy,Rome,SME,Net 45,REP017,Tunde Williams,21503.54,12661.34,8842.2,Overdue,71.0,259,90+,5
AR-202407-03134,2024-07-01,2024-07-31,2024-08-03,CUST0080,Orion Logistics,UK,Scotland,Glasgow,SME,Net 30,REP004,Chinwe Ahmed,6916.48,6916.48,0.0,Paid,33.0,0,Current,1
AR-202402-03135,2024-02-08,2024-03-24,,CUST1114,Alpha Logistics,Africa,Nigeria,Lagos,Enterprise,Net 45,REP023,Kemi Lee,2992.72,0.0,2992.72,Overdue,,555,90+,5
AR-202407-03136,2024-07-06,2024-08-05,2024-08-15,CUST0219,Delta Enterprises,UK,England,Manchester,SME,Net 30,REP003,Noah Muller,17210.45,17210.45,0.0,Paid,40.0,0,Current,1
AR-202402-03137,2024-02-07,2024-03-08,2024-03-08,CUST0846,Harbor Logistics,UK,England,Birmingham,Mid-Market,Net 30,REP008,Ike Baker,20138.81,20138.81,0.0,Paid,30.0,0,Current,1
AR-202408-03138,2024-08-10,2024-09-24,2024-10-12,CUST1077,Umbra Enterprises,UK,England,London,SME,Net 45,REP040,Noah Rossi,24732.62,8546.74,16185.88,Overdue,63.0,371,90+,5
AR-202410-03139,2024-10-19,2024-11-18,2024-11-20,CUST0353,Harbor Group,Europe,Netherlands,Amsterdam,SME,Net 30,REP059,Sara Singh,17105.05,17105.05,0.0,Paid,32.0,0,Current,1
AR-202401-03140,2024-01-07,2024-02-06,2024-02-03,CUST0821,Orion Logistics,Africa,South Africa,Cape Town,SME,Net 30,REP035,Priya Lee,4619.39,4619.39,0.0,Paid,27.0,0,Current,1
AR-202401-03141,2024-01-26,2024-02-25,2024-03-10,CUST1322,Cedar Holdings,Africa,South Africa,Johannesburg,SME,Net 30,REP028,Ike Brown,19634.33,19634.33,0.0,Paid,44.0,0,Current,1
AR-202503-03142,2025-03-08,2025-04-22,,CUST1006,Vertex Logistics,Europe,Italy,Rome,Mid-Market,Net 45,REP013,Ella Davis,9581.93,0.0,9581.93,Overdue,,161,90+,5
AR-202403-03143,2024-03-28,2024-04-27,2024-04-27,CUST0114,Cedar Group,UK,England,Manchester,Enterprise,Net 30,REP015,David Muller,13379.64,13379.64,0.0,Paid,30.0,0,Current,1
AR-202501-03144,2025-01-24,2025-03-10,2025-03-03,CUST0860,Aspen Trading,UK,England,London,Mid-Market,Net 45,REP060,Liam Campbell,12497.18,12497.18,0.0,Paid,38.0,0,Current,1
AR-202410-03145,2024-10-09,2024-11-23,2024-12-25,CUST1205,Harbor Trading,Africa,Nigeria,Abuja,SME,Net 45,REP009,Ike Okoye,3438.81,3438.81,0.0,Paid,77.0,0,Current,1
AR-202411-03146,2024-11-18,2025-01-17,2025-01-18,CUST0575,Cedar Holdings,Europe,France,Paris,Mid-Market,Net 60,REP030,Ben Hughes,23678.62,23678.62,0.0,Paid,61.0,0,Current,1
AR-202509-03147,2025-09-30,2025-10-30,2025-10-31,CUST0511,Quantum Solutions,Europe,France,Paris,SME,Net 30,REP029,Hannah Baker,2529.36,2529.36,0.0,Paid,31.0,0,Current,1
AR-202505-03148,2025-05-22,2025-06-21,,CUST1197,Harbor Trading,Africa,South Africa,Johannesburg,Enterprise,Net 30,REP012,Ada Ahmed,4913.77,0.0,4913.77,Overdue,,101,90+,5
AR-202403-03149,2024-03-19,2024-04-18,2024-04-21,CUST0730,Aspen Holdings,Africa,South Africa,Cape Town,SME,Net 30,REP023,Kemi Lee,9007.7,9007.7,0.0,Paid,33.0,0,Current,1
AR-202401-03150,2024-01-30,2024-02-29,,CUST1261,Radiant Solutions,UK,England,London,Mid-Market,Net 30,REP040,Noah Rossi,21180.24,0.0,21180.24,Overdue,,579,90+,5
AR-202506-03151,2025-06-15,2025-07-15,,CUST0346,Terra Holdings,UK,England,Birmingham,SME,Net 30,REP005,Sara Chen,5340.44,0.0,5340.44,Overdue,,77,61-90,4
AR-202501-03152,2025-01-24,2025-03-10,2025-03-24,CUST0319,Delta Holdings,Europe,Spain,Madrid,Mid-Market,Net 45,REP033,Ravi Okoye,393.91,393.91,0.0,Paid,59.0,0,Current,1
AR-202509-03153,2025-09-29,2025-11-13,2025-12-17,CUST0322,Vertex Industries,UK,England,Leeds,SME,Net 45,REP060,Liam Campbell,6823.36,6823.36,0.0,Paid,79.0,0,Current,1
AR-202403-03154,2024-03-21,2024-04-20,2024-04-23,CUST1328,Beta Retailers,Europe,Netherlands,Amsterdam,SME,Net 30,REP013,Ella Davis,11517.14,11517.14,0.0,Paid,33.0,0,Current,1
AR-202403-03155,2024-03-21,2024-05-05,2024-05-05,CUST0403,Maple Partners,Europe,Germany,Berlin,Mid-Market,Net 45,REP017,Tunde Williams,9985.14,9985.14,0.0,Paid,45.0,0,Current,1
AR-202501-03156,2025-01-27,2025-02-26,2025-03-05,CUST1110,Nova Retailers,Europe,Spain,Madrid,SME,Net 30,REP027,Tunde Campbell,24893.44,24893.44,0.0,Paid,37.0,0,Current,1
AR-202410-03157,2024-10-10,2024-11-24,2024-12-23,CUST1418,Vertex Logistics,Africa,Kenya,Nairobi,Mid-Market,Net 45,REP020,Hannah Lee,14277.92,14277.92,0.0,Paid,74.0,0,Current,1
AR-202505-03158,2025-05-16,2025-06-15,2025-06-16,CUST1022,Aspen Holdings,UK,England,Leeds,Mid-Market,Net 30,REP060,Liam Campbell,19903.82,19903.82,0.0,Paid,31.0,0,Current,1
AR-202407-03159,2024-07-09,2024-08-23,2024-09-15,CUST0438,Beta Logistics,Africa,Nigeria,Lagos,Enterprise,Net 45,REP009,Ike Okoye,10150.22,10150.22,0.0,Paid,68.0,0,Current,1
AR-202507-03160,2025-07-02,2025-08-16,2025-08-16,CUST1169,Willow Enterprises,Europe,Germany,Berlin,SME,Net 45,REP006,Priya Brown,4871.25,4871.25,0.0,Paid,45.0,0,Current,1
AR-202409-03161,2024-09-09,2024-10-24,2024-11-13,CUST1257,Cedar Enterprises,UK,Scotland,Glasgow,SME,Net 45,REP048,Ella Garcia,525.48,233.74,291.74,Overdue,65.0,341,90+,5
AR-202401-03162,2024-01-20,2024-02-04,,CUST1115,Orion Group,UK,England,Manchester,SME,Net 15,REP008,Ike Baker,798.2,0.0,798.2,Overdue,,604,90+,5
AR-202407-03163,2024-07-30,2024-08-29,2024-08-29,CUST0974,Epsilon Solutions,Africa,Kenya,Nairobi,SME,Net 30,REP010,Tunde Khan,9672.31,9672.31,0.0,Paid,30.0,0,Current,1
AR-202502-03164,2025-02-23,2025-03-25,2025-04-02,CUST1052,Terra Supplies,Africa,South Africa,Cape Town,SME,Net 30,REP010,Tunde Khan,7964.32,5871.16,2093.16,Overdue,38.0,189,90+,5
AR-202405-03165,2024-05-17,2024-06-16,2024-06-18,CUST0368,Nova Supplies,Africa,South Africa,Johannesburg,SME,Net 30,REP038,Ben Chen,4976.57,2717.94,2258.63,Overdue,32.0,471,90+,5
AR-202412-03166,2024-12-01,2024-12-31,2025-01-03,CUST0528,Epsilon Solutions,Africa,South Africa,Johannesburg,Mid-Market,Net 30,REP020,Hannah Lee,24018.38,24018.38,0.0,Paid,33.0,0,Current,1
AR-202403-03167,2024-03-23,2024-04-22,2024-05-24,CUST0417,Aspen Holdings,Africa,Kenya,Nairobi,Mid-Market,Net 30,REP035,Priya Lee,9694.51,9694.51,0.0,Paid,62.0,0,Current,1
AR-202508-03168,2025-08-09,2025-09-08,2025-10-22,CUST0563,Maple Supplies,Europe,France,Paris,Mid-Market,Net 30,REP024,David Rossi,16983.19,16983.19,0.0,Paid,74.0,0,Current,1
AR-202401-03169,2024-01-16,2024-02-15,2024-02-15,CUST0304,Aspen Logistics,Africa,Nigeria,Abuja,SME,Net 30,REP023,Kemi Lee,21389.08,21389.08,0.0,Paid,30.0,0,Current,1
AR-202410-03170,2024-10-21,2024-12-05,2024-12-06,CUST0022,River Partners,UK,Scotland,Glasgow,SME,Net 45,REP056,Priya Khan,15437.09,15437.09,0.0,Paid,46.0,0,Current,1
AR-202401-03171,2024-01-30,2024-03-15,2024-03-16,CUST0949,Aspen Logistics,UK,England,Manchester,Mid-Market,Net 45,REP047,Priya Baker,9711.45,9711.45,0.0,Paid,46.0,0,Current,1
AR-202405-03172,2024-05-28,2024-07-12,2024-07-14,CUST0979,Cedar Partners,Europe,Spain,Madrid,Enterprise,Net 45,REP030,Ben Hughes,18283.15,18283.15,0.0,Paid,47.0,0,Current,1
AR-202406-03173,2024-06-25,2024-08-09,2024-08-14,CUST0948,Radiant Trading,UK,Scotland,Glasgow,SME,Net 45,REP056,Priya Khan,11735.7,11735.7,0.0,Paid,50.0,0,Current,1
AR-202406-03174,2024-06-14,2024-07-14,2024-07-17,CUST0583,Beta Solutions,Africa,Kenya,Nairobi,Enterprise,Net 30,REP022,Kemi Garcia,12885.83,12885.83,0.0,Paid,33.0,0,Current,1
AR-202401-03175,2024-01-26,2024-02-25,2024-02-25,CUST0426,River Solutions,Europe,Germany,Berlin,Enterprise,Net 30,REP041,Quinn Dubois,1991.9,1991.9,0.0,Paid,30.0,0,Current,1
AR-202504-03176,2025-04-19,2025-06-18,2025-07-19,CUST0132,Umbra Solutions,Africa,Kenya,Nairobi,SME,Net 60,REP057,Ola Garcia,23636.26,23636.26,0.0,Paid,91.0,0,Current,1
AR-202407-03177,2024-07-25,2024-08-24,2024-08-25,CUST1086,Cedar Solutions,UK,England,Birmingham,SME,Net 30,REP054,Kemi Ahmed,2029.26,2029.26,0.0,Paid,31.0,0,Current,1
AR-202503-03178,2025-03-02,2025-03-17,2025-03-30,CUST0421,Summit Partners,Europe,Spain,Madrid,SME,Net 15,REP027,Tunde Campbell,13177.02,10348.26,2828.76,Overdue,28.0,197,90+,5
AR-202404-03179,2024-04-11,2024-04-26,2024-04-26,CUST0834,Terra Partners,Africa,Nigeria,Lagos,SME,Net 15,REP049,Tunde Hughes,14596.33,14596.33,0.0,Paid,15.0,0,Current,1
AR-202501-03180,2025-01-25,2025-02-24,2025-02-24,CUST1457,Epsilon Retailers,Africa,Nigeria,Abuja,Mid-Market,Net 30,REP049,Tunde Hughes,17595.49,17595.49,0.0,Paid,30.0,0,Current,1
AR-202507-03181,2025-07-17,2025-08-31,2025-10-08,CUST0447,Epsilon Supplies,Europe,France,Paris,SME,Net 45,REP027,Tunde Campbell,1749.96,1749.96,0.0,Paid,83.0,0,Current,1
AR-202412-03182,2024-12-29,2025-01-28,2025-01-29,CUST0239,Orion Industries,Africa,South Africa,Johannesburg,Mid-Market,Net 30,REP010,Tunde Khan,24481.06,24481.06,0.0,Paid,31.0,0,Current,1
AR-202408-03183,2024-08-12,2024-09-11,,CUST1432,Nova Retailers,Africa,Nigeria,Lagos,SME,Net 30,REP038,Ben Chen,17773.7,0.0,17773.7,Overdue,,384,90+,5
AR-202403-03184,2024-03-16,2024-04-30,2024-05-09,CUST0034,Quantum Retailers,UK,England,Leeds,SME,Net 45,REP025,Ada Davis,2408.28,2408.28,0.0,Paid,54.0,0,Current,1
AR-202501-03185,2025-01-28,2025-03-29,2025-04-26,CUST0508,Umbra Industries,Africa,Nigeria,Abuja,Enterprise,Net 60,REP055,Ike Williams,18809.92,18809.92,0.0,Paid,88.0,0,Current,1
AR-202506-03186,2025-06-06,2025-08-05,2025-09-08,CUST0691,Beta Partners,Europe,Netherlands,Amsterdam,SME,Net 60,REP018,Liam Khan,18317.1,18317.1,0.0,Paid,94.0,0,Current,1
AR-202406-03187,2024-06-19,2024-08-03,2024-08-22,CUST1384,Terra Group,Africa,Nigeria,Lagos,Mid-Market,Net 45,REP035,Priya Lee,18033.11,18033.11,0.0,Paid,64.0,0,Current,1
AR-202505-03188,2025-05-14,2025-06-13,2025-07-07,CUST1486,Beta Industries,Europe,Italy,Rome,Mid-Market,Net 30,REP006,Priya Brown,6631.86,6631.86,0.0,Paid,54.0,0,Current,1
AR-202503-03189,2025-03-29,2025-04-13,2025-05-03,CUST0806,Terra Holdings,Europe,Italy,Rome,SME,Net 15,REP026,Maya Campbell,6644.07,6644.07,0.0,Paid,35.0,0,Current,1
AR-202401-03190,2024-01-19,2024-02-18,,CUST0340,Nova Solutions,Europe,France,Paris,SME,Net 30,REP017,Tunde Williams,8879.26,0.0,8879.26,Overdue,,590,90+,5
AR-202505-03191,2025-05-11,2025-06-25,2025-07-18,CUST1242,Epsilon Industries,Africa,Kenya,Nairobi,SME,Net 45,REP046,Ben Williams,23672.3,23672.3,0.0,Paid,68.0,0,Current,1
AR-202405-03192,2024-05-26,2024-06-25,2024-07-24,CUST1022,Aspen Holdings,UK,England,Leeds,Mid-Market,Net 30,REP008,Ike Baker,3839.8,1787.29,2052.51,Overdue,59.0,462,90+,5
AR-202507-03193,2025-07-25,2025-09-23,2025-09-25,CUST1302,Delta Industries,Europe,Italy,Rome,SME,Net 60,REP021,Ella Hughes,21896.48,21896.48,0.0,Paid,62.0,0,Current,1
AR-202502-03194,2025-02-03,2025-03-05,2025-03-22,CUST0274,Orion Group,Europe,Italy,Rome,Mid-Market,Net 30,REP027,Tunde Campbell,18638.77,4459.7,14179.07,Overdue,47.0,209,90+,5
AR-202405-03195,2024-05-23,2024-07-07,2024-07-10,CUST0876,Epsilon Supplies,UK,England,London,SME,Net 45,REP008,Ike Baker,5317.29,5317.29,0.0,Paid,48.0,0,Current,1
AR-202507-03196,2025-07-23,2025-09-06,,CUST0149,Epsilon Supplies,Africa,South Africa,Cape Town,SME,Net 45,REP009,Ike Okoye,16415.76,0.0,16415.76,Overdue,,24,1-30,2
AR-202411-03197,2024-11-19,2024-12-19,2024-12-25,CUST1142,Terra Logistics,Africa,Kenya,Nairobi,SME,Net 30,REP038,Ben Chen,10836.67,10836.67,0.0,Paid,36.0,0,Current,1
AR-202408-03198,2024-08-31,2024-09-30,2024-10-03,CUST0496,Epsilon Industries,Africa,South Africa,Johannesburg,Mid-Market,Net 30,REP049,Tunde Hughes,15978.56,15978.56,0.0,Paid,33.0,0,Current,1
AR-202504-03199,2025-04-27,2025-06-11,2025-06-30,CUST0436,River Supplies,Africa,Nigeria,Lagos,Mid-Market,Net 45,REP039,Julia Singh,9394.76,9394.76,0.0,Paid,64.0,0,Current,1
AR-202412-03200,2024-12-30,2025-01-14,2025-01-14,CUST0467,Epsilon Enterprises,Europe,Germany,Berlin,SME,Net 15,REP029,Hannah Baker,23905.14,23905.14,0.0,Paid,15.0,0,Current,1
AR-202407-03201,2024-07-22,2024-08-21,2024-09-27,CUST1098,Alpha Trading,Europe,Germany,Berlin,Mid-Market,Net 30,REP006,Priya Brown,8590.23,8590.23,0.0,Paid,67.0,0,Current,1
AR-202508-03202,2025-08-23,2025-09-22,2025-10-15,CUST0118,Orion Holdings,Europe,Italy,Rome,Mid-Market,Net 30,REP017,Tunde Williams,4256.29,3369.95,886.34,Overdue,53.0,8,1-30,2
AR-202401-03203,2024-01-20,2024-02-19,,CUST0089,River Enterprises,Europe,Italy,Rome,SME,Net 30,REP030,Ben Hughes,24836.1,0.0,24836.1,Overdue,,589,90+,5
AR-202412-03204,2024-12-21,2025-02-19,2025-02-20,CUST1484,Umbra Industries,Europe,France,Paris,SME,Net 60,REP033,Ravi Okoye,11867.71,11867.71,0.0,Paid,61.0,0,Current,1
AR-202504-03205,2025-04-08,2025-05-08,2025-05-09,CUST1275,Xenon Logistics,UK,Scotland,Glasgow,SME,Net 30,REP048,Ella Garcia,4386.99,4386.99,0.0,Paid,31.0,0,Current,1
AR-202502-03206,2025-02-11,2025-03-13,2025-03-14,CUST0028,Quantum Group,Africa,Kenya,Nairobi,SME,Net 30,REP028,Ike Brown,1290.04,988.7,301.34,Overdue,31.0,201,90+,5
AR-202402-03207,2024-02-22,2024-04-07,2024-04-08,CUST0103,Nova Trading,Europe,France,Paris,SME,Net 45,REP036,Ella Baker,21415.18,15721.44,5693.74,Overdue,46.0,541,90+,5
AR-202504-03208,2025-04-02,2025-05-02,,CUST0973,Terra Supplies,UK,England,Manchester,Mid-Market,Net 30,REP040,Noah Rossi,22451.03,0.0,22451.03,Overdue,,151,90+,5
AR-202501-03209,2025-01-11,2025-03-12,2025-03-12,CUST0209,Vertex Trading,UK,Scotland,Glasgow,SME,Net 60,REP060,Liam Campbell,14466.24,14466.24,0.0,Paid,60.0,0,Current,1
AR-202506-03210,2025-06-09,2025-07-24,2025-07-24,CUST0017,Umbra Holdings,Europe,Spain,Madrid,Mid-Market,Net 45,REP041,Quinn Dubois,1895.68,1895.68,0.0,Paid,45.0,0,Current,1
AR-202401-03211,2024-01-31,2024-03-16,2024-03-31,CUST0012,Beta Holdings,UK,England,Manchester,SME,Net 45,REP050,Ella Khan,17212.47,17212.47,0.0,Paid,60.0,0,Current,1
AR-202505-03212,2025-05-22,2025-06-21,2025-07-04,CUST1140,River Industries,UK,Scotland,Glasgow,Enterprise,Net 30,REP003,Noah Muller,13770.13,13770.13,0.0,Paid,43.0,0,Current,1
AR-202407-03213,2024-07-24,2024-08-23,2024-08-19,CUST0593,Harbor Group,Europe,Spain,Madrid,SME,Net 30,REP017,Tunde Williams,7042.76,7042.76,0.0,Paid,26.0,0,Current,1
AR-202509-03214,2025-09-09,2025-10-24,,CUST0313,Beta Retailers,Europe,France,Paris,Mid-Market,Net 45,REP042,Julia Dubois,11950.24,0.0,11950.24,Open,,0,Current,1
AR-202407-03215,2024-07-18,2024-09-01,,CUST0339,Cedar Group,Africa,Nigeria,Abuja,SME,Net 45,REP039,Julia Singh,15208.77,0.0,15208.77,Overdue,,394,90+,5
AR-202410-03216,2024-10-16,2024-11-15,2024-11-16,CUST1161,Beta Retailers,UK,England,Manchester,Mid-Market,Net 30,REP040,Noah Rossi,850.3,850.3,0.0,Paid,31.0,0,Current,1
AR-202504-03217,2025-04-08,2025-05-23,2025-05-24,CUST1266,Epsilon Trading,Europe,Spain,Madrid,Enterprise,Net 45,REP033,Ravi Okoye,17044.85,17044.85,0.0,Paid,46.0,0,Current,1
AR-202411-03218,2024-11-09,2024-12-24,2024-12-26,CUST0379,Epsilon Partners,Europe,Italy,Rome,Enterprise,Net 45,REP006,Priya Brown,12793.03,12793.03,0.0,Paid,47.0,0,Current,1
AR-202506-03219,2025-06-01,2025-07-16,,CUST0103,Nova Trading,Europe,France,Paris,SME,Net 45,REP024,David Rossi,12491.51,0.0,12491.51,Overdue,,76,61-90,4
AR-202404-03220,2024-04-04,2024-05-04,,CUST0424,Alpha Partners,Africa,Kenya,Nairobi,SME,Net 30,REP007,Liam Chen,3733.15,0.0,3733.15,Overdue,,514,90+,5
AR-202509-03221,2025-09-21,2025-10-06,2025-10-05,CUST0199,Harbor Retailers,Africa,South Africa,Johannesburg,Enterprise,Net 15,REP007,Liam Chen,8472.51,8472.51,0.0,Paid,14.0,0,Current,1
AR-202411-03222,2024-11-29,2024-12-29,2024-12-31,CUST1087,Vertex Group,Europe,Spain,Madrid,Mid-Market,Net 30,REP013,Ella Davis,9118.53,9118.53,0.0,Paid,32.0,0,Current,1
AR-202406-03223,2024-06-30,2024-07-30,2024-08-02,CUST1340,Cedar Group,Europe,Spain,Madrid,SME,Net 30,REP044,Liam Smith,16888.35,16888.35,0.0,Paid,33.0,0,Current,1
AR-202401-03224,2024-01-07,2024-02-21,,CUST0613,Epsilon Holdings,Europe,France,Paris,SME,Net 45,REP030,Ben Hughes,8323.42,0.0,8323.42,Overdue,,587,90+,5
AR-202411-03225,2024-11-04,2024-12-19,2024-12-13,CUST0425,Willow Holdings,UK,Scotland,Glasgow,Enterprise,Net 45,REP050,Ella Khan,4743.27,4743.27,0.0,Paid,39.0,0,Current,1
AR-202412-03226,2024-12-26,2025-01-25,2025-01-26,CUST0529,Pioneer Group,Africa,South Africa,Johannesburg,SME,Net 30,REP028,Ike Brown,4484.64,4484.64,0.0,Paid,31.0,0,Current,1
AR-202502-03227,2025-02-12,2025-03-14,2025-03-07,CUST0097,Umbra Retailers,Europe,Germany,Berlin,SME,Net 30,REP030,Ben Hughes,10365.23,10365.23,0.0,Paid,23.0,0,Current,1
AR-202509-03228,2025-09-08,2025-10-23,,CUST1180,Willow Solutions,UK,England,Leeds,SME,Net 45,REP015,David Muller,15281.23,0.0,15281.23,Open,,0,Current,1
AR-202504-03229,2025-04-21,2025-06-20,,CUST1137,Umbra Solutions,Africa,Nigeria,Abuja,SME,Net 60,REP045,Chinwe Nguyen,656.61,0.0,656.61,Overdue,,102,90+,5
AR-202407-03230,2024-07-01,2024-08-15,2024-08-17,CUST0054,Quantum Enterprises,Africa,Nigeria,Abuja,SME,Net 45,REP020,Hannah Lee,8611.69,8611.69,0.0,Paid,47.0,0,Current,1
AR-202502-03231,2025-02-24,2025-03-26,2025-03-26,CUST1183,Vertex Industries,Africa,South Africa,Johannesburg,Mid-Market,Net 30,REP009,Ike Okoye,3535.65,3535.65,0.0,Paid,30.0,0,Current,1
AR-202410-03232,2024-10-07,2024-11-06,2024-11-14,CUST0477,Beta Retailers,Africa,South Africa,Cape Town,Mid-Market,Net 30,REP012,Ada Ahmed,16096.52,16096.52,0.0,Paid,38.0,0,Current,1
AR-202506-03233,2025-06-20,2025-08-04,,CUST0073,Orion Holdings,UK,England,Leeds,Enterprise,Net 45,REP031,Kemi Nguyen,22816.44,0.0,22816.44,Overdue,,57,31-60,3
AR-202411-03234,2024-11-02,2024-12-02,2024-12-29,CUST0779,Pioneer Logistics,Europe,Italy,Rome,SME,Net 30,REP018,Liam Khan,20847.09,7570.9,13276.19,Overdue,57.0,302,90+,5
AR-202506-03235,2025-06-04,2025-07-04,2025-07-29,CUST0744,Willow Holdings,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,REP034,Ola Patel,12021.85,12021.85,0.0,Paid,55.0,0,Current,1
AR-202412-03236,2024-12-21,2025-01-20,,CUST1403,Pioneer Holdings,Africa,South Africa,Cape Town,Mid-Market,Net 30,REP019,Ben Campbell,6375.19,0.0,6375.19,Overdue,,253,90+,5
AR-202506-03237,2025-06-20,2025-08-04,2025-08-05,CUST1067,Nova Holdings,UK,England,Leeds,SME,Net 45,REP060,Liam Campbell,19137.77,19137.77,0.0,Paid,46.0,0,Current,1
AR-202504-03238,2025-04-21,2025-05-21,2025-05-22,CUST0233,Harbor Retailers,UK,Scotland,Glasgow,Enterprise,Net 30,REP043,Ravi Nguyen,11206.36,11206.36,0.0,Paid,31.0,0,Current,1
AR-202506-03239,2025-06-19,2025-07-19,,CUST0595,Radiant Holdings,Africa,South Africa,Johannesburg,Enterprise,Net 30,REP020,Hannah Lee,17836.26,0.0,17836.26,Overdue,,73,61-90,4
AR-202403-03240,2024-03-13,2024-04-27,,CUST1297,Summit Holdings,Europe,France,Paris,Enterprise,Net 45,REP018,Liam Khan,5651.41,0.0,5651.41,Overdue,,521,90+,5
AR-202410-03241,2024-10-06,2024-12-05,2024-12-07,CUST0361,Delta Industries,UK,England,Leeds,Mid-Market,Net 60,REP031,Kemi Nguyen,5811.14,5811.14,0.0,Paid,62.0,0,Current,1
AR-202505-03242,2025-05-07,2025-06-06,2025-06-08,CUST0494,Delta Retailers,Europe,Germany,Berlin,SME,Net 30,REP044,Liam Smith,18406.62,18406.62,0.0,Paid,32.0,0,Current,1
AR-202501-03243,2025-01-08,2025-01-23,2025-01-24,CUST1122,Summit Logistics,Africa,South Africa,Cape Town,SME,Net 15,REP035,Priya Lee,17055.58,17055.58,0.0,Paid,16.0,0,Current,1
